Display name,SID,Domain,Type,Object ID,Cloud ID,Cloud Provider,Source,UPN,Tags,Created time,Criticality level,Account status,Last updated
"KerberoastUser780","s-1-5-21-306263214-2362191459-3415812841-7259","domain1.test.local","User",,,,"On-premises",KerberoastUser780@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser781","s-1-5-21-306263214-2362191459-3415812841-7260","domain1.test.local","User",,,,"On-premises",KerberoastUser781@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser782","s-1-5-21-306263214-2362191459-3415812841-7261","domain1.test.local","User",,,,"On-premises",KerberoastUser782@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser783","s-1-5-21-306263214-2362191459-3415812841-7262","domain1.test.local","User",,,,"On-premises",KerberoastUser783@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser784","s-1-5-21-306263214-2362191459-3415812841-7263","domain1.test.local","User",,,,"On-premises",KerberoastUser784@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser785","s-1-5-21-306263214-2362191459-3415812841-7264","domain1.test.local","User",,,,"On-premises",KerberoastUser785@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser786","s-1-5-21-306263214-2362191459-3415812841-7265","domain1.test.local","User",,,,"On-premises",KerberoastUser786@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser787","s-1-5-21-306263214-2362191459-3415812841-7266","domain1.test.local","User",,,,"On-premises",KerberoastUser787@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser788","s-1-5-21-306263214-2362191459-3415812841-7267","domain1.test.local","User",,,,"On-premises",KerberoastUser788@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser789","s-1-5-21-306263214-2362191459-3415812841-7268","domain1.test.local","User",,,,"On-premises",KerberoastUser789@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser79","s-1-5-21-306263214-2362191459-3415812841-6558","domain1.test.local","User",,,,"On-premises",KerberoastUser79@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser790","s-1-5-21-306263214-2362191459-3415812841-7269","domain1.test.local","User",,,,"On-premises",KerberoastUser790@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser791","s-1-5-21-306263214-2362191459-3415812841-7270","domain1.test.local","User",,,,"On-premises",KerberoastUser791@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser792","s-1-5-21-306263214-2362191459-3415812841-7271","domain1.test.local","User",,,,"On-premises",KerberoastUser792@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser793","s-1-5-21-306263214-2362191459-3415812841-7272","domain1.test.local","User",,,,"On-premises",KerberoastUser793@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser794","s-1-5-21-306263214-2362191459-3415812841-7273","domain1.test.local","User",,,,"On-premises",KerberoastUser794@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser795","s-1-5-21-306263214-2362191459-3415812841-7274","domain1.test.local","User",,,,"On-premises",KerberoastUser795@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser796","s-1-5-21-306263214-2362191459-3415812841-7275","domain1.test.local","User",,,,"On-premises",KerberoastUser796@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser797","s-1-5-21-306263214-2362191459-3415812841-7276","domain1.test.local","User",,,,"On-premises",KerberoastUser797@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser798","s-1-5-21-306263214-2362191459-3415812841-7277","domain1.test.local","User",,,,"On-premises",KerberoastUser798@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser799","s-1-5-21-306263214-2362191459-3415812841-7278","domain1.test.local","User",,,,"On-premises",KerberoastUser799@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser8","s-1-5-21-306263214-2362191459-3415812841-6487","domain1.test.local","User",,,,"On-premises",KerberoastUser8@domain1.test.local,,"2024-11-19T17:23:23.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser80","s-1-5-21-306263214-2362191459-3415812841-6559","domain1.test.local","User",,,,"On-premises",KerberoastUser80@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser800","s-1-5-21-306263214-2362191459-3415812841-7279","domain1.test.local","User",,,,"On-premises",KerberoastUser800@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser801","s-1-5-21-306263214-2362191459-3415812841-7280","domain1.test.local","User",,,,"On-premises",KerberoastUser801@domain1.test.local,,"2024-11-19T17:23:49.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser802","s-1-5-21-306263214-2362191459-3415812841-7281","domain1.test.local","User",,,,"On-premises",KerberoastUser802@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser803","s-1-5-21-306263214-2362191459-3415812841-7282","domain1.test.local","User",,,,"On-premises",KerberoastUser803@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser804","s-1-5-21-306263214-2362191459-3415812841-7283","domain1.test.local","User",,,,"On-premises",KerberoastUser804@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser805","s-1-5-21-306263214-2362191459-3415812841-7284","domain1.test.local","User",,,,"On-premises",KerberoastUser805@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser806","s-1-5-21-306263214-2362191459-3415812841-7285","domain1.test.local","User",,,,"On-premises",KerberoastUser806@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser807","s-1-5-21-306263214-2362191459-3415812841-7286","domain1.test.local","User",,,,"On-premises",KerberoastUser807@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser808","s-1-5-21-306263214-2362191459-3415812841-7287","domain1.test.local","User",,,,"On-premises",KerberoastUser808@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser809","s-1-5-21-306263214-2362191459-3415812841-7288","domain1.test.local","User",,,,"On-premises",KerberoastUser809@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser81","s-1-5-21-306263214-2362191459-3415812841-6560","domain1.test.local","User",,,,"On-premises",KerberoastUser81@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser810","s-1-5-21-306263214-2362191459-3415812841-7289","domain1.test.local","User",,,,"On-premises",KerberoastUser810@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser811","s-1-5-21-306263214-2362191459-3415812841-7290","domain1.test.local","User",,,,"On-premises",KerberoastUser811@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser812","s-1-5-21-306263214-2362191459-3415812841-7291","domain1.test.local","User",,,,"On-premises",KerberoastUser812@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser813","s-1-5-21-306263214-2362191459-3415812841-7292","domain1.test.local","User",,,,"On-premises",KerberoastUser813@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser814","s-1-5-21-306263214-2362191459-3415812841-7293","domain1.test.local","User",,,,"On-premises",KerberoastUser814@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser815","s-1-5-21-306263214-2362191459-3415812841-7294","domain1.test.local","User",,,,"On-premises",KerberoastUser815@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser816","s-1-5-21-306263214-2362191459-3415812841-7295","domain1.test.local","User",,,,"On-premises",KerberoastUser816@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser817","s-1-5-21-306263214-2362191459-3415812841-7296","domain1.test.local","User",,,,"On-premises",KerberoastUser817@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser818","s-1-5-21-306263214-2362191459-3415812841-7297","domain1.test.local","User",,,,"On-premises",KerberoastUser818@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser819","s-1-5-21-306263214-2362191459-3415812841-7298","domain1.test.local","User",,,,"On-premises",KerberoastUser819@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser82","s-1-5-21-306263214-2362191459-3415812841-6561","domain1.test.local","User",,,,"On-premises",KerberoastUser82@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser820","s-1-5-21-306263214-2362191459-3415812841-7299","domain1.test.local","User",,,,"On-premises",KerberoastUser820@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser821","s-1-5-21-306263214-2362191459-3415812841-7300","domain1.test.local","User",,,,"On-premises",KerberoastUser821@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser822","s-1-5-21-306263214-2362191459-3415812841-7301","domain1.test.local","User",,,,"On-premises",KerberoastUser822@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser823","s-1-5-21-306263214-2362191459-3415812841-7302","domain1.test.local","User",,,,"On-premises",KerberoastUser823@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser824","s-1-5-21-306263214-2362191459-3415812841-7303","domain1.test.local","User",,,,"On-premises",KerberoastUser824@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser825","s-1-5-21-306263214-2362191459-3415812841-7304","domain1.test.local","User",,,,"On-premises",KerberoastUser825@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser826","s-1-5-21-306263214-2362191459-3415812841-7305","domain1.test.local","User",,,,"On-premises",KerberoastUser826@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser827","s-1-5-21-306263214-2362191459-3415812841-7306","domain1.test.local","User",,,,"On-premises",KerberoastUser827@domain1.test.local,,"2024-11-19T17:23:50.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser828","s-1-5-21-306263214-2362191459-3415812841-7307","domain1.test.local","User",,,,"On-premises",KerberoastUser828@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser829","s-1-5-21-306263214-2362191459-3415812841-7308","domain1.test.local","User",,,,"On-premises",KerberoastUser829@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser83","s-1-5-21-306263214-2362191459-3415812841-6562","domain1.test.local","User",,,,"On-premises",KerberoastUser83@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser830","s-1-5-21-306263214-2362191459-3415812841-7309","domain1.test.local","User",,,,"On-premises",KerberoastUser830@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser831","s-1-5-21-306263214-2362191459-3415812841-7310","domain1.test.local","User",,,,"On-premises",KerberoastUser831@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser832","s-1-5-21-306263214-2362191459-3415812841-7311","domain1.test.local","User",,,,"On-premises",KerberoastUser832@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser833","s-1-5-21-306263214-2362191459-3415812841-7312","domain1.test.local","User",,,,"On-premises",KerberoastUser833@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser834","s-1-5-21-306263214-2362191459-3415812841-7313","domain1.test.local","User",,,,"On-premises",KerberoastUser834@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser835","s-1-5-21-306263214-2362191459-3415812841-7314","domain1.test.local","User",,,,"On-premises",KerberoastUser835@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser836","s-1-5-21-306263214-2362191459-3415812841-7315","domain1.test.local","User",,,,"On-premises",KerberoastUser836@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser837","s-1-5-21-306263214-2362191459-3415812841-7316","domain1.test.local","User",,,,"On-premises",KerberoastUser837@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser838","s-1-5-21-306263214-2362191459-3415812841-7317","domain1.test.local","User",,,,"On-premises",KerberoastUser838@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser839","s-1-5-21-306263214-2362191459-3415812841-7318","domain1.test.local","User",,,,"On-premises",KerberoastUser839@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser84","s-1-5-21-306263214-2362191459-3415812841-6563","domain1.test.local","User",,,,"On-premises",KerberoastUser84@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser840","s-1-5-21-306263214-2362191459-3415812841-7319","domain1.test.local","User",,,,"On-premises",KerberoastUser840@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser841","s-1-5-21-306263214-2362191459-3415812841-7320","domain1.test.local","User",,,,"On-premises",KerberoastUser841@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser842","s-1-5-21-306263214-2362191459-3415812841-7321","domain1.test.local","User",,,,"On-premises",KerberoastUser842@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser843","s-1-5-21-306263214-2362191459-3415812841-7322","domain1.test.local","User",,,,"On-premises",KerberoastUser843@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser844","s-1-5-21-306263214-2362191459-3415812841-7323","domain1.test.local","User",,,,"On-premises",KerberoastUser844@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser845","s-1-5-21-306263214-2362191459-3415812841-7324","domain1.test.local","User",,,,"On-premises",KerberoastUser845@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser846","s-1-5-21-306263214-2362191459-3415812841-7325","domain1.test.local","User",,,,"On-premises",KerberoastUser846@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser847","s-1-5-21-306263214-2362191459-3415812841-7326","domain1.test.local","User",,,,"On-premises",KerberoastUser847@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser848","s-1-5-21-306263214-2362191459-3415812841-7327","domain1.test.local","User",,,,"On-premises",KerberoastUser848@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser849","s-1-5-21-306263214-2362191459-3415812841-7328","domain1.test.local","User",,,,"On-premises",KerberoastUser849@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser85","s-1-5-21-306263214-2362191459-3415812841-6564","domain1.test.local","User",,,,"On-premises",KerberoastUser85@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser850","s-1-5-21-306263214-2362191459-3415812841-7329","domain1.test.local","User",,,,"On-premises",KerberoastUser850@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser851","s-1-5-21-306263214-2362191459-3415812841-7330","domain1.test.local","User",,,,"On-premises",KerberoastUser851@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser852","s-1-5-21-306263214-2362191459-3415812841-7331","domain1.test.local","User",,,,"On-premises",KerberoastUser852@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser853","s-1-5-21-306263214-2362191459-3415812841-7332","domain1.test.local","User",,,,"On-premises",KerberoastUser853@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser854","s-1-5-21-306263214-2362191459-3415812841-7333","domain1.test.local","User",,,,"On-premises",KerberoastUser854@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser855","s-1-5-21-306263214-2362191459-3415812841-7334","domain1.test.local","User",,,,"On-premises",KerberoastUser855@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser856","s-1-5-21-306263214-2362191459-3415812841-7335","domain1.test.local","User",,,,"On-premises",KerberoastUser856@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser857","s-1-5-21-306263214-2362191459-3415812841-7336","domain1.test.local","User",,,,"On-premises",KerberoastUser857@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser858","s-1-5-21-306263214-2362191459-3415812841-7337","domain1.test.local","User",,,,"On-premises",KerberoastUser858@domain1.test.local,,"2024-11-19T17:23:51.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser859","s-1-5-21-306263214-2362191459-3415812841-7338","domain1.test.local","User",,,,"On-premises",KerberoastUser859@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser86","s-1-5-21-306263214-2362191459-3415812841-6565","domain1.test.local","User",,,,"On-premises",KerberoastUser86@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser860","s-1-5-21-306263214-2362191459-3415812841-7339","domain1.test.local","User",,,,"On-premises",KerberoastUser860@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser861","s-1-5-21-306263214-2362191459-3415812841-7340","domain1.test.local","User",,,,"On-premises",KerberoastUser861@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser862","s-1-5-21-306263214-2362191459-3415812841-7341","domain1.test.local","User",,,,"On-premises",KerberoastUser862@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser863","s-1-5-21-306263214-2362191459-3415812841-7342","domain1.test.local","User",,,,"On-premises",KerberoastUser863@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser864","s-1-5-21-306263214-2362191459-3415812841-7343","domain1.test.local","User",,,,"On-premises",KerberoastUser864@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser865","s-1-5-21-306263214-2362191459-3415812841-7344","domain1.test.local","User",,,,"On-premises",KerberoastUser865@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser866","s-1-5-21-306263214-2362191459-3415812841-7345","domain1.test.local","User",,,,"On-premises",KerberoastUser866@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser867","s-1-5-21-306263214-2362191459-3415812841-7346","domain1.test.local","User",,,,"On-premises",KerberoastUser867@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser868","s-1-5-21-306263214-2362191459-3415812841-7347","domain1.test.local","User",,,,"On-premises",KerberoastUser868@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser869","s-1-5-21-306263214-2362191459-3415812841-7348","domain1.test.local","User",,,,"On-premises",KerberoastUser869@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser87","s-1-5-21-306263214-2362191459-3415812841-6566","domain1.test.local","User",,,,"On-premises",KerberoastUser87@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser870","s-1-5-21-306263214-2362191459-3415812841-7349","domain1.test.local","User",,,,"On-premises",KerberoastUser870@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser871","s-1-5-21-306263214-2362191459-3415812841-7350","domain1.test.local","User",,,,"On-premises",KerberoastUser871@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser872","s-1-5-21-306263214-2362191459-3415812841-7351","domain1.test.local","User",,,,"On-premises",KerberoastUser872@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser873","s-1-5-21-306263214-2362191459-3415812841-7352","domain1.test.local","User",,,,"On-premises",KerberoastUser873@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser874","s-1-5-21-306263214-2362191459-3415812841-7353","domain1.test.local","User",,,,"On-premises",KerberoastUser874@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser875","s-1-5-21-306263214-2362191459-3415812841-7354","domain1.test.local","User",,,,"On-premises",KerberoastUser875@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser876","s-1-5-21-306263214-2362191459-3415812841-7355","domain1.test.local","User",,,,"On-premises",KerberoastUser876@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser877","s-1-5-21-306263214-2362191459-3415812841-7356","domain1.test.local","User",,,,"On-premises",KerberoastUser877@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser878","s-1-5-21-306263214-2362191459-3415812841-7357","domain1.test.local","User",,,,"On-premises",KerberoastUser878@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser879","s-1-5-21-306263214-2362191459-3415812841-7358","domain1.test.local","User",,,,"On-premises",KerberoastUser879@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser88","s-1-5-21-306263214-2362191459-3415812841-6567","domain1.test.local","User",,,,"On-premises",KerberoastUser88@domain1.test.local,,"2024-11-19T17:23:26.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser880","s-1-5-21-306263214-2362191459-3415812841-7359","domain1.test.local","User",,,,"On-premises",KerberoastUser880@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser881","s-1-5-21-306263214-2362191459-3415812841-7360","domain1.test.local","User",,,,"On-premises",KerberoastUser881@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser882","s-1-5-21-306263214-2362191459-3415812841-7361","domain1.test.local","User",,,,"On-premises",KerberoastUser882@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser883","s-1-5-21-306263214-2362191459-3415812841-7362","domain1.test.local","User",,,,"On-premises",KerberoastUser883@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser884","s-1-5-21-306263214-2362191459-3415812841-7363","domain1.test.local","User",,,,"On-premises",KerberoastUser884@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser885","s-1-5-21-306263214-2362191459-3415812841-7364","domain1.test.local","User",,,,"On-premises",KerberoastUser885@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser886","s-1-5-21-306263214-2362191459-3415812841-7365","domain1.test.local","User",,,,"On-premises",KerberoastUser886@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser887","s-1-5-21-306263214-2362191459-3415812841-7366","domain1.test.local","User",,,,"On-premises",KerberoastUser887@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser888","s-1-5-21-306263214-2362191459-3415812841-7367","domain1.test.local","User",,,,"On-premises",KerberoastUser888@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
"KerberoastUser889","s-1-5-21-306263214-2362191459-3415812841-7368","domain1.test.local","User",,,,"On-premises",KerberoastUser889@domain1.test.local,,"2024-11-19T17:23:52.000Z",,"Enabled","2024-11-24T16:58:39.000Z"
